"Tiempo","Frecuencia (Hz)","ESTACION","FECHA DE SUSCRIPCION","TIPO","Level (dBµV/m)","Bandwidth (Hz)","Offset (Hz)","FM (Hz)","Arch_ Info"
"14/05/2025  17:16:22,920","    95900000"," ","05/01/2024  13:44:39,000","R","  49,3","       41562","        2316","       49975",
"14/05/2025  17:16:22,920","    96100000"," ","05/01/2024  13:44:39,000","R","  54,8","      330937","         -42","       49974",
"14/05/2025  17:16:22,920","    96300000"," ","05/01/2024  13:44:39,000","R","  39,3","      451875","       -1746","       49975",
"14/05/2025  17:16:22,920","    96500000"," ","05/01/2024  13:44:39,000","R","  37,8","      495937","        -194","       49974",
"14/05/2025  17:16:22,920","    96700000"," ","05/01/2024  13:44:39,000","R","  37,2","      481250","         293","       49978",
"14/05/2025  17:16:22,920","    96900000"," ","05/01/2024  13:44:39,000","R","  48,5","      392500","        -392","       49978",
"14/05/2025  17:16:22,920","    97100000"," ","05/01/2024  13:44:39,000","R","  36,1","      468750","         -36","       49982",
"14/05/2025  17:16:22,920","    97300000"," ","05/01/2024  13:44:39,000","R","  36,8","      495312","         135","       49974",
"14/05/2025  17:16:22,920","    97500000"," ","05/01/2024  13:44:39,000","R","  35,7","      490625","        -277","       49974",
"14/05/2025  17:16:22,920","    97700000"," ","05/01/2024  13:44:39,000","R","  43,8","       69375","        -416","       49974",
"14/05/2025  17:16:22,920","    97900000"," ","05/01/2024  13:44:39,000","R","  69,2","      181562","       14935","       49990",
"14/05/2025  17:16:22,920","    98100000","RADIO PODOCARPUS","04/03/2021  13:45:39,000","M"," 104,0","      246562","        -606","       49983",
"14/05/2025  17:16:22,920","    98300000"," ","05/01/2024  13:44:39,000","R","  54,4","      164687","      -12408","       49999",
"14/05/2025  17:16:22,920","    98500000"," ","05/01/2024  13:44:39,000","R","  40,0","       50937","        1476","       49975",
"14/05/2025  17:16:22,920","    98700000"," ","05/01/2024  13:44:39,000","R","  36,5","      354687","         525","       49974",
"14/05/2025  17:16:22,920","    98900000"," ","05/01/2024  13:44:39,000","R","  58,2","      282187","          11","       49982",
"14/05/2025  17:16:22,920","    99100000"," ","05/01/2024  13:44:39,000","R","  33,9","      489062","       -1259","       49975",
"14/05/2025  17:16:22,920","    99300000"," ","05/01/2024  13:44:39,000","R","  47,6","      480312","        -136","       49974",
"14/05/2025  17:16:22,920","    99500000"," ","05/01/2024  13:44:39,000","R","  40,4","      475937","       13845","       49978",
"14/05/2025  17:16:22,920","    99700000"," ","05/01/2024  13:44:39,000","R","  36,5","      497500","         523","       49974",
"14/05/2025  17:16:22,920","    99900000"," ","05/01/2024  13:44:39,000","R","  33,5","      343750","         -22","       49986",
"14/05/2025  17:16:22,920","   100100000"," ","05/01/2024  13:44:39,000","R","  56,9","      304687","         197","       49974",
"14/05/2025  17:16:22,920","   100300000"," ","05/01/2024  13:44:39,000","R","  43,7","      481250","        1200","       49986",
"14/05/2025  17:16:22,920","   100500000"," ","05/01/2024  13:44:39,000","R","  43,9","      488750","         -23","       49974",
"14/05/2025  17:16:22,920","   100700000"," ","05/01/2024  13:44:39,000","R","  32,5","       89062","       -2024","       49975",
"14/05/2025  17:16:22,920","   100900000","ZT RADIO LA RUMBERA","01/03/2021  13:44:39,000","R","  76,4","       76562","         -18","       32609",
"14/05/2025  17:16:22,920","   101100000"," ","05/01/2024  13:44:39,000","R","  35,9","       84375","        -651","       49975",
"14/05/2025  17:16:22,920","   101300000","LUCA RADIO 101.3","04/03/2021  13:44:39,000","M","  47,9","      457187","        -942","       49975",
"14/05/2025  17:16:22,920","   101500000"," ","05/01/2024  13:44:39,000","R","  37,5","      495000","         811","       49974",
"14/05/2025  17:16:22,920","   101700000"," ","05/01/2024  13:44:39,000","R","  42,8","      480625","          39","       49974",
"14/05/2025  17:16:22,920","   101900000"," ","05/01/2024  13:44:39,000","R","  34,7","      493125","       -1068","       49975",
"14/05/2025  17:16:22,920","   102100000"," ","05/01/2024  13:44:39,000","R","  44,4","      478437","        2698","       49975",
"14/05/2025  17:16:22,920","   102300000"," ","05/01/2024  13:44:39,000","R","  32,8","      494687","         299","       49974",
"14/05/2025  17:16:22,920","   102500000"," ","05/01/2024  13:44:39,000","R","  46,7","      447812","         492","       49974",
"14/05/2025  17:16:22,920","   102700000"," ","05/01/2024  13:44:39,000","R","  38,3","      487500","        -757","       49975",
"14/05/2025  17:16:22,920","   102900000"," ","05/01/2024  13:44:39,000","R","  37,7","      496250","        -495","       49978",
"14/05/2025  17:16:22,920","   103100000"," ","05/01/2024  13:44:39,000","R","  36,5","      494062","         459","       49974",
"14/05/2025  17:16:22,920","   103300000"," ","05/01/2024  13:44:39,000","R","  40,6","      490625","        1302","       49988",
"14/05/2025  17:16:22,920","   103500000"," ","05/01/2024  13:44:39,000","R","  34,5","      489687","        1277","       49975",
"14/05/2025  17:16:22,920","   103700000"," ","05/01/2024  13:44:39,000","R","  48,8","      434375","        2173","       49975",
"14/05/2025  17:16:22,920","   103900000"," ","05/01/2024  13:44:39,000","R","  46,9","      116562","        7761","       49990",
"14/05/2025  17:16:22,920","   104100000","INTEGRACION FM","17/10/1994  13:44:39,000","M","  85,7","      143750","        -546","       49974",
"14/05/2025  17:16:22,920","   104300000"," ","05/01/2024  13:44:39,000","R","  38,0","       50937","       -8707","       49977",
"14/05/2025  17:16:22,920","   104500000"," ","05/01/2024  13:44:39,000","R","  43,0","      482500","        -365","       49978",
"14/05/2025  17:16:22,920","   104700000"," ","05/01/2024  13:44:39,000","R","  34,2","      496250","        -696","       49975",
"14/05/2025  17:16:22,920","   104900000"," ","05/01/2024  13:44:39,000","R","  44,0","      445000","        -682","       49975",
"14/05/2025  17:16:22,920","   105100000"," ","05/01/2024  13:44:39,000","R","  33,2","      483750","        -563","       49988",
"14/05/2025  17:16:22,920","   105300000","PUBLICA FM","27/11/2015  13:44:39,000","R","  54,1","      159375","         237","       49970",
"14/05/2025  17:16:22,920","   105500000"," ","05/01/2024  13:44:39,000","R","  34,4","      455000","         103","       49974",
"14/05/2025  17:16:22,920","   105700000"," ","05/01/2024  13:44:39,000","R","  41,6","      469062","         358","       49974",
"14/05/2025  17:16:22,920","   105900000"," ","05/01/2024  13:44:39,000","R","  53,8","      466250","        7919","       49976",
"14/05/2025  17:16:22,920","   106100000"," ","05/01/2024  13:44:39,000","R","  58,0","      447187","         834","       49974",
"14/05/2025  17:16:22,920","   106300000"," ","05/01/2024  13:44:39,000","R","  33,3","      383437","       -9049","       49977",
"14/05/2025  17:16:22,920","   106500000"," ","05/01/2024  13:44:39,000","R","  37,7","      475000","         591","       49974",
"14/05/2025  17:16:22,920","   106700000"," ","05/01/2024  13:44:39,000","R","  34,5","      110625","         559","       49974",
"14/05/2025  17:16:22,920","   106900000","ZETA","25/02/2021  13:44:39,000","M","  96,2","      137187","         480","       49974",
"14/05/2025  17:16:22,920","   107300000"," ","05/01/2024  13:44:39,000","R","  40,4","      485937","        -640","       49975",
"14/05/2025  17:16:22,920","   107500000"," ","05/01/2024  13:44:39,000","R","  33,7","      493125","        -431","       49974",
"14/05/2025  17:16:22,920","   107700000"," ","05/01/2024  13:44:39,000","R","  35,1","      494687","         -33","       49974",
"14/05/2025  17:16:22,920","   107900000"," ","05/01/2024  13:44:39,000","R","  38,8","      493437","        -113","       49974",
"14/05/2025  17:16:22,920","   108000000"," ","05/01/2024  13:44:39,000","R","  39,5","      485937","        1108","       49975",
"14/05/2025  17:16:42,319","    88100000"," ","05/01/2024  13:44:39,000","R","  49,1","      454687","        -189","       49978",
"14/05/2025  17:16:42,319","    88300000"," ","05/01/2024  13:44:39,000","R","  37,3","      477500","        -252","       49974",
"14/05/2025  17:16:42,319","    88500000","RADIO SONORAMA FM","04/03/2021  13:44:39,000","R","  55,7","      471250","         -75","        7896",
"14/05/2025  17:16:42,319","    88700000"," ","05/01/2024  13:44:39,000","R","  36,8","         625","          67","       49974",
"14/05/2025  17:16:42,319","    88900000","LA RADIO DE LA ASAMBLEA NACIONA","24/01/2022  13:44:39,000","R","  85,6","         625","         -73","         132",
"14/05/2025  17:16:42,319","    90100000","RADIO ONDA MUNICIPAL FM","07/02/2018  13:44:39,000","M"," 104,1","      112500","        1376","       49975",
"14/05/2025  17:16:42,319","    90300000"," ","05/01/2024  13:44:39,000","R","  46,4","      106250","       -2496","       49975",
"14/05/2025  17:16:42,319","    90500000"," ","05/01/2024  13:44:39,000","R","  38,4","      492187","       -1736","       49975",
"14/05/2025  17:16:42,319","    90700000"," ","05/01/2024  13:44:39,000","R","  38,8","      495000","        2214","       49975",
"14/05/2025  17:16:42,319","    90900000"," ","05/01/2024  13:44:39,000","R","  41,7","      491875","          92","       49974",
"14/05/2025  17:16:42,319","    91100000"," ","05/01/2024  13:44:39,000","R","  37,3","      495000","          61","       49978",
"14/05/2025  17:16:42,319","    91300000"," ","05/01/2024  13:44:39,000","R","  45,2","      473125","        -662","       49975",
"14/05/2025  17:16:42,319","    91500000"," ","05/01/2024  13:44:39,000","R","  41,1","      491250","        -121","       49986",
"14/05/2025  17:16:42,319","    91700000"," ","05/01/2024  13:44:39,000","R","  38,3","      496250","         401","       49974",
"14/05/2025  17:16:42,319","    91900000"," ","05/01/2024  13:44:39,000","R","  38,8","       41250","        1892","       49975",
"14/05/2025  17:16:42,319","    92100000","AMAZONAS FM","03/03/2021  13:44:39,000","R","  90,3","       40937","        -132","       10520",
"14/05/2025  17:16:42,319","    92300000"," ","05/01/2024  13:44:39,000","R","  39,4","       40937","       -1314","       49975",
"14/05/2025  17:16:42,319","    92500000"," ","05/01/2024  13:44:39,000","R","  51,1","      446250","         214","       49974",
"14/05/2025  17:16:42,319","    92700000"," ","05/01/2024  13:44:39,000","R","  36,0","      493437","         265","       49974",
"14/05/2025  17:16:42,319","    92900000"," ","05/01/2024  13:44:39,000","R","  45,7","      486875","        -806","       49980",
"14/05/2025  17:16:42,319","    93100000"," ","05/01/2024  13:44:39,000","R","  38,2","      495312","        -109","       49974",
"14/05/2025  17:16:42,319","    93300000"," ","05/01/2024  13:44:39,000","R","  41,6","      494687","         378","       49974",
"14/05/2025  17:16:42,319","    93500000"," ","05/01/2024  13:44:39,000","R","  42,1","      491250","         512","       49982",
"14/05/2025  17:16:42,319","    93700000"," ","05/01/2024  13:44:39,000","R","  47,7","      455625","        -938","       49984",
"14/05/2025  17:16:42,319","    93900000"," ","05/01/2024  13:44:39,000","R","  35,7","      489375","        -331","       49992",
"14/05/2025  17:16:42,319","    94100000"," ","05/01/2024  13:44:39,000","R","  39,2","      497812","         -56","       49974",
"14/05/2025  17:16:42,319","    94300000"," ","05/01/2024  13:44:39,000","R","  35,0","      120625","         118","       49974",
"14/05/2025  17:16:42,319","    94500000","LA KARIBEÑA","14/03/2022  13:44:39,000","R","  84,5","      147500","        -956","       49988",
"14/05/2025  17:16:42,319","    94700000"," ","05/01/2024  13:44:39,000","R","  37,1","      120625","        -255","       49974",
"14/05/2025  17:16:42,319","    94900000"," ","05/01/2024  13:44:39,000","R","  42,0","      493750","        1148","       49975",
"14/05/2025  17:16:42,319","    95100000"," ","05/01/2024  13:44:39,000","R","  35,3","      496875","          87","       49974",
"14/05/2025  17:16:42,319","    95300000"," ","05/01/2024  13:44:39,000","R","  43,7","      486562","        -716","       49986",
"14/05/2025  17:16:42,319","    95500000"," ","05/01/2024  13:44:39,000","R","  37,7","      117500","         166","       49974",
"14/05/2025  17:16:42,319","    95700000","RADIO ROMÁNTICA FM","14/07/2017  13:44:39,000","R","  88,0","      125625","        4000","       48837",
"14/05/2025  17:16:42,319","    95900000"," ","05/01/2024  13:44:39,000","R","  34,8","      119687","        -625","       49975",
"14/05/2025  17:16:42,319","    96100000"," ","05/01/2024  13:44:39,000","R","  55,7","      329687","        -939","       49975",
"14/05/2025  17:16:42,319","    96300000"," ","05/01/2024  13:44:39,000","R","  34,4","      450937","         442","       49974",
"14/05/2025  17:16:42,319","    96500000"," ","05/01/2024  13:44:39,000","R","  37,1","      496562","         334","       49974",
"14/05/2025  17:16:42,319","    96700000"," ","05/01/2024  13:44:39,000","R","  35,2","      483750","         215","       49970",
"14/05/2025  17:16:42,319","    96900000"," ","05/01/2024  13:44:39,000","R","  48,5","      417500","        -227","       49974",
"14/05/2025  17:16:42,319","    97100000"," ","05/01/2024  13:44:39,000","R","  35,2","      472187","        -151","       49978",
"14/05/2025  17:16:42,319","    97300000"," ","05/01/2024  13:44:39,000","R","  39,3","      494375","         259","       49974",
